#OTU ID	IBD.6.A	neg.11	neg.05	neg.26	neg.18	IBD.32.B	IBD.43.A	IBD.15.B	IBD.43.B	IBD.45.A	IBD.45.B	neg.22	IBD.2.A	met.02	neg.14	IBD.51.A	IBD.16.B	neg.10	met.03	met.01	neg.21	IBD.50.A	neg.16	IBD.32.A	neg.03	IBD.51.B	IBD.8.B	neg.20	neg.02	neg.23	IBD.42.A	IBD.1.B	IBD.15.A	IBD.28.A	IBD.1.A	neg.08	neg.13	neg.06	neg.24	neg.25	IBD.2.B	IBD.48.A	neg.17	neg.12	neg.15	IBD.28.B	IBD.16.A	neg.01	neg.09	neg.07	neg.19	neg.27	IBD.29.A	IBD.8.A	IBD.42.B	IBD.50.B	IBD.6.B	neg.04	IBD.29.B	IBD.48.B
merged0	0.0519688187088	0.0262577228597	0.00721695985566	0.0212355212355	0.0171842025927	0.253888380604	0.342900302115	0.150893196503	0.715434891905	0.593132154006	0.560020090407	0.0116723259762	0.035217035217	0.016733601071	0.00963904840033	0.0161325016133	0.0503131073202	0.013461040642	0.016772790806	0.00377714825307	0.0101246105919	0.0643058874647	0.0163806552262	0.108560183667	0.0175485243286	0.0425588157547	0.112326299537	0.00900163666121	0.0137880986938	0.059174714662	0.0627090301003	0.447097172055	0.0461755375397	0.139586410635	0.180072823568	0.014115749143	0.0138193470859	0.0121621621622	0.0109655368841	0.0128249566724	0.0299220963173	0.661874640598	0.029119930975	0.00557184750733	0.00711193568336	0.181343543334	0.0679340937896	0.00978473581213	0.0103318722605	0.00845219228737	0.0081654872074	0.00727272727273	0.0184143941524	0.0843332190607	0.211705532693	0.107226107226	0.152634893974	0.00833867864015	0.0707626105666	0.372322899506	Unassigned;Other;Other;Other;Other;Other
merged1	9.99400359784e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000760167236792	0.0	0.0	0.00100452034154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000128667009779	0.0	0.0	0.0	0.0	8.8097964937e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115008625647	0.0	0.0	0.0	0.0	0.000253485424588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Archaea;Other;Other;Other;Other;Other
merged2	9.99400359784e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000431872165839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000176195929874	0.000117495006462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017251293847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000685635927323	0.0	0.0	0.0	0.0	0.0	0.0	k__Archaea;p__Crenarchaeota;Other;Other;Other;Other
merged3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000342817963661	0.0	0.0	0.0	0.0	0.0	0.0	k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__
merged4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114025085519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021510002151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__
merged5	0.000999400359784	0.0	0.0	0.0	0.0	0.0	0.0	0.00152033447358	0.0	0.0	0.00100452034154	0.0	0.0	0.0	0.0	0.00043020004302	0.000431872165839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000265886732252	0.0	0.000643335048893	0.0	0.0	0.0	0.0	0.00176195929874	0.000234990012924	0.0	0.00165508109897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102845389098	0.0	0.0	0.00104975855553	0.0	0.0	0.0	k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__Cenarchaeaceae;g__Nitrosopumilus
merged6	0.0	0.0	0.0	0.0	0.0	0.000457456541629	0.00151057401813	0.0	0.00150829562594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000234990012924	0.000369276218612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;Other
merged7	9.99400359784e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__
merged8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000128667009779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Archaea;p__Euryarchaeota;Other;Other;Other;Other
merged9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253485424588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Archaea;p__Euryarchaeota;c__ANME-1;o__;f__;g__
